A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A3,A4,A41,A5,A51,A512,B1,B11B1,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,C1,C2,C22A,C22B,C22C,C3,D1,D1O,D2,D2O,D3,D3O,E1,E11A,E11B,E11C,E21,E22,E23,E3,E32A,E32AO,E32BA,E32BAO,E32BB,E32BBO,E32BC,E32BCO,F1,F11,F21,F22,F23,F3,F321,F322,F323,G1,G2,G3,G4,G5,G6,G7A,G7B,G8,G81,G9,S1,code,w
2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21483,2,1.238172285
2,2,1,3, , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21602,2,1.238172285
2,2,1,2, , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5,4,12,6,4,4, , , ,21803,2,1.238172285
2,2,1,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,5,1,22,,5,2, , , ,21884,2,1.238172285
2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22229,2,0.920636491
2,2,1,3, , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23304,2,0.92082872
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,, ,2,7,7,2, ,5,7,4,7,4, ,1, , , , , , ,6, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,6,,1, , , ,1,1,8,1,,,3,2,2, ,1,21599,2,1.238172285
1, , , , , , , , , , , , ,4,1,3,2, , ,1,34418,4, ,1,4,2,5, ,6,4,2,3,7, ,1, , , , , , ,5, ,2, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,8,1,9,1,1,4,6,14,6,3,2,1,6,1,22246,2,0.920636491
1, , , , , , , , , , , , ,1,1,3,1,1, ,2, ,2, ,1,6,1,2, ,5,6,2,1,3, ,5, , , , , , ,2, ,1, ,1, ,1,, , ,1,1,1,1, , , , , , , , ,1,2,1,2,3,1, , , ,1,1,6,4,14,5,2,1,1,6,1,21129,2,1.238172285
1, , , , , , , , , , , , ,5,1,3,1,1, ,1,1120,2, ,1,4,6,2, ,4,4,3,6,4, ,6, , , , , , ,4, ,2, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,3,1, , , ,1,1,6,3,13,4,4,,1,1,1,21046,2,1.238172285
1, , , , , , , , , , , , ,4,1,1,2, , ,2, ,2, ,1,8,3,6, ,1,8,2,4,8, ,5,1,2,5,6,7,6,6, ,2, ,3, ,1,8,6,3,2,1,2,1, , , , , , , , ,2, ,1,2,,2,9,8,,1,1,4,6,14,3,2,,2, ,1,21768,2,1.238172285
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,, ,1,8,3,3, ,1,8,1,3,5, ,7,3,1, , , ,2,5, ,, ,, ,2, , , ,,,,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,3,5,14,4,3,,1,6,1,22781,2,0.920636491
1, , , , , , , , , , , , ,7,1,3,2, , ,1,3619,3, ,1,4,3,2, ,1,4,1,3,4, ,1,2,1, , , ,6,3, ,1, ,3, ,1,7,, ,1,1,1,1, , , , , , , , ,1,1,2,6,1,1, , , ,1,1,3,5,15,7,2,1,1,6,1,23703,2,0.99339886
1, , , , , , , , , , , , ,4,1,2,2, , ,2, ,3, ,1,4,5,7, ,1,3,1,4,7, ,1,2,2,3,6,2,1,8, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,6,4,2,8,9,3,1,1,4,6,,9,4,2,1,1,1,21752,2,1.238172285
1, , , , , , , , , , , , ,5,1,3,2, , ,1,24858,6,45,1,8,3,6, ,1,8,2,3,7, ,1,2,1, , , ,6,8, ,2, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,1,2,3,5,15,6,5,,1,6,1,22506,2,0.920636491
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,2, ,1,4,6,8, ,1,3,1,6,8, ,5,1,1, , , ,6,6, ,6, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,2,2,8,9,1,1,1,3,6,,7,4,2,1,6,1,22143,2,1.238172285
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,7,3,, ,1,6,1,3,, ,5,2,1, , , ,1,6, ,1, ,6, ,1,3,6,,1,1,3,1, , , , , , , , ,2, ,2,1,,1, , , ,1,1,4,5,14,7,2,2,1,1,1,22171,2,1.238172285
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,4, ,1,8,3,6, ,1,8,4,3,8, ,6,4,1, , , ,6,5, ,1, ,5, ,1,1,, ,2,,,1, , , , , , , , ,2, ,1,2,3,2,1,2,8,2,1,3,6,12,5,4,2,1,6,1,23161,2,0.92082872
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,4, ,1,5,5,7, ,2,5,2,2,5, ,1,2,1, , , ,1,3, ,2, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,6,2,4,7,6,1,1,3,5,21,3,3,3,1,1,1,23109,2,0.92082872
1, , , , , , , , , , , , ,2,1,3,2, , ,1,62521,5, ,2,8,2,4, ,1,8,2,3,6, ,3,3,1, , , ,6,4, ,5, ,6, ,2, , , ,,,,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,3,5,,4,2,,1,6,1,21885,2,1.238172285
2,2,1,3, , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,4,14,3,2,1,1,6,2,22296,2,0.920636491
2,1,1,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,5,14,9,2,2,1,1,2,23176,2,0.92082872
1, , , , , , , , , , , , ,6,1,3,2, , ,1,18905,5, ,1,7,2,5, ,6,7,2,3,7, ,3, , , , , , ,4, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,3,4,2,1,3,2,1,2,3,5,15,6,5,2,1,6,2,22149,2,1.238172285
1, , , , , , , , , , , , ,2,1,5,2, , ,1,33654,5, ,2,6,5,7, ,4,6,1,5,9, ,7, , , , , , ,8, ,3, ,7, ,1,5,, ,1,1,2,2,2, ,1, ,1, ,1, ,2, ,1,4,2,1, , , ,1,1,3,5,24,2,3,3,1,6,2,22963,2,0.92082872
1, , , , , , , , , , , , ,7,2, ,2, , ,1,43713,3, ,2,2,4,6, ,3,2,1,4,8, ,7, , , , , , ,2, ,1, ,2, ,1,2,5,1,2,1,2,1, , , , , , , , ,1,2,1,2,4,1, , , ,2,1,5,3,14,3,3,2,1,1,2,22283,2,0.920636491
1, , , , , , , , , , , , ,5,1,3,2, , ,1,51641,3, ,1,7,4,4, ,1,7,4,4,6, ,3,1,1, , , ,6,7, ,5, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,1,1,4,5,12,5,3,,1,6,2,22738,2,0.920636491
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,3, ,1,7,5,8, ,1,7,1,3,10, ,1,2,1, , , ,6,8, ,4, ,7, ,1,1,2,4,2,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,1,2,3,5,,4,4,2,1,2,2,22717,2,0.920636491
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,4, ,1,7,5,2, ,2,2,2,4,4, ,1,2,1, , , ,5,5, ,1, ,5, ,1,3,, ,2,,,1, , , , , , , , ,1,2,2,1,,2,9,8,,1,1,4,6,21,1,2,,1,9,2,21614,2,1.238172285
1, , , , , , , , , , , , ,3,1,3,2, , ,1,55637,4, ,1,6,2,6, ,1,6,1,3,8, ,5,1,1, , , ,1,5, ,1, ,1, ,1,5,, ,1,1,2,1, , , , , , , , ,1,2,2,6,1,1, , , ,1,1,3,5,23,5,2,,2, ,2,22662,2,0.920636491
1, , , , , , , , , , , , ,6,1,3,2, , ,1,94041,1, ,2,5,7,5, ,1,5,4,7,7, ,5,2,1, , , ,1,5, ,1, ,7, ,1,1,5,8,1,1,2,2,1, ,1, ,1, ,1, ,1,2,2,1,4,2,9,8,5,1,1,3,5,21,3,3,,2, ,2,21402,2,1.238172285
1, , , , , , , , , , , , ,4,1,3,1,1, ,2, ,, ,1,7,5,1, ,1,2,3,5,2, ,,4,1, , , ,5,11, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,3,2,3,,1, , , ,1,2,6,4,14,6,5,3,2, ,2,22369,2,0.920636491
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,2, ,1,8,2,3, ,1,7,1,3,5, ,2,2,1, , , ,1,11, ,5, ,7, ,1,1,6,,1,1,1,1, , , , , , , , ,1,1,2,1,6,2,9,, ,2,1,4,5,14,4,2,,1,4,2,21782,2,1.238172285
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,6,,2,8,2,9, ,1,8,2,2,11,,5,1,2,5,6,2,2,12,,9,,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,4,1,3,2,1,3,5,21,2,3,2,1,4,2,21632,2,1.238172285
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,4, ,1,4,2,5, ,2,4,2,3,6, ,1,2,1, , , ,1,5, ,3, ,7, ,1,1,, ,1,1,1,1, , , , , , , , ,1,2,2,3,1,2,7,8,2,1,2,3,5,21,3,5,2,1,6,2,22370,2,0.920636491
1, , , , , , , , , , , , ,6,1,1,2, , ,2, ,, ,2,8,1,1, ,1,8,2,2,2, ,7,2,1, , , ,6,4, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,4,6,2,5,9,4,1,2,6,3,12,4,5,1,1,1,2,22589,2,0.920636491
1, , , , , , , , , , , , ,,1,3,2, , ,2, ,4, ,1,6,4,7, ,1,6,1,4,9, ,5,1,1, , , ,6,5, ,2, ,5, ,1,5,1,,1,1,2,1, , , , , , , , ,1,2,2,1,4,2,2,9,3,1,1,6,6,23,,5,2,1,1,2,22783,2,0.920636491
2,1,1,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4,6,12,1,3,3,1,1,3,22317,2,0.920636491
1, , , , , , , , , , , , ,8,1,4,2, , ,1,5,2, ,1,7,5,4, ,6,7,2,1,6, ,7, , , , , , ,4, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,4,1, , , ,2,1,5,3,13,6,5,2,1,1,3,22289,2,0.920636491
1, , , , , , , , , , , , ,5,1,3,1,2,1,2, ,, ,1,7,4,7, ,2,7,2,3,9, ,5,2,1, , , ,5,, ,5, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,2,1,7,3,21,8,2,1,2, ,3,21760,2,1.238172285
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,8,3,5, ,1,8,2,4,7, ,2,2,1, , , ,2,2, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,6,4,2,9,2,7,1,1,4,6,12,6,2,2,1,1,3,22303,2,0.920636491
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,5, ,1,7,3,5, ,1,7,2,4,7, ,1,2,2,5,3,1,6,3, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,5,9,8,1,2,4,6,15,3,2,,2, ,3,22824,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,2, ,1,8,3,4, ,1,8,1,4,6, ,6,1,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,9,2,3,1,2,3,5,12,4,4,2,2, ,3,23177,2,0.92082872
1, , , , , , , , , , , , ,3,1,3,2, , ,1,39997,2, ,1,4,3,4, ,1,4,1,4,6, ,6,5,1, , , ,6,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,6,2,4,1, , , ,1,2,6,5,14,6,3,2,1,7,3,20911,2,1.238172285
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,, ,1,6,2,3, ,1,6,1,3,5, ,5,2,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,1,2,4,2,8,1,5,1,2,3,4,14,3,2,,2, ,3,22868,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,5, ,1,7,3,5, ,1,6,1,2,7, ,5,2,1, , , ,5,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,2,6,,2,9,8,3,1,2,3,5,14,4,5,,1,5,3,23314,2,0.92082872
1, , , , , , , , , , , , ,3,1,3,2, , ,1,7200,2, ,1,7,2,2, ,2,7,2,2,4, ,6,2,1, , , ,6,, ,1, ,7, ,1,5,3,6,1,,2,2,1, ,1, ,1, ,1, ,1,1,1,2,6,1, , , ,1,2,5,4,21,3,3,3,1,1,3,23430,2,0.99339886
1, , , , , , , , , , , , ,,2, ,2, , ,1,44236,, ,3,8,4,9,,1,8,5,4,10, ,6,4,1, , , ,6,6, ,1, ,8,,1,3,, ,1,1,1,1, , , , , , , , ,1,2,1,6,,1, , , ,1,2,5,3,14,3,3,1,1,4,3,21132,2,1.238172285
1, , , , , , , , , , , , ,6,1,3,1,1, ,2, ,4, ,1,7,2,2, ,2,7,3,1,3, ,6,2,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,, ,1, , , ,1,2,3,5,21,1,5,2,2, ,3,23036,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,2, , ,1,7829,3, ,1,4,4,4, ,1,1,4,4,, ,2,2,1, , , ,2,3, ,1, ,2, ,1,6,2,7,1,1,4,2,2, ,1, ,1, ,2, ,1,2,2,1,4,2,1,2,10,1,2,3,5,21,1,2,,1,6,3,23453,2,0.99339886
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,4, ,2,7,5,8, ,1,7,1,5,10, ,2,4,2,6,1,2,2,11, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,1,4,1,2,4,1, , , ,,1,4,3,14,5,5,,1,7,3,22746,2,0.920636491
1, , , , , , , , , , , , ,8,1,3,1,1, ,1,30114,5, ,1,8,3,8, ,1,8,2,4,10, ,1,3,1, , , ,6,7, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,1,2,6,1, , , ,1,1,4,3,,4,5,1,1,5,3,22564,2,0.920636491
1, , , , , , , , , , , , ,8,1,3,2, , ,1,27000,2, ,2,6,1,3, ,1,6,2,2,5, ,6,1,1, , , ,2,6, ,2, ,6, ,1,2,5,3,2,1,2,2,1, ,1, ,1, ,1, ,1,5,2,1,4,2,7,3,9,1,1,4,6,12,6,2,2,1,5,3,22770,2,0.920636491
1, , , , , , , , , , , , ,5,1,1,2, , ,2, ,, ,1,6,2,3, ,1,6,1,3,5, ,5,1,1, , , ,6,3, ,1, ,4, ,1,16,, ,1,1,1,2,1, ,, ,, ,, ,1,1,7,, ,1, , , ,1,1,8,4,12,,2,2,1,4,3,21311,2,1.238172285
1, , , , , , , , , , , , ,4,1,1,2, , ,2, ,4, ,1,6,2,2, ,2,6,2,2,4, ,,2,1, , , ,2,2, ,3, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,4,3,1, , , ,2,1,3,5,21,,3,2,2, ,3,22411,2,0.920636491
2,1,1,1, , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,6,,3,4,3,1,3,4,22068,2,1.238172285
1, , , , , , , , , , , , ,,2, ,2, , ,1,62634,, ,1,3,3,6, ,3,3,1,4,8, ,7, , , , , , ,, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,2,1,6,3,14,7,4,,1,1,4,22252,2,0.920636491
1, , , , , , , , , , , , ,6,1,3,2, , ,1,32726,5, ,2,5,6,5, ,5,4,1,5,7, ,5, , , , , , ,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,6,1, , , ,1,1,4,3,14,4,3,2,1,1,4,22878,2,0.92082872
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,4, ,2,4,1,3, ,4,4,2,2,5, ,5, , , , , , ,6, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,1,2,5,3,12,5,3,3,1,1,4,21065,2,1.238172285
1, , , , , , , , , , , , ,8,1,3,2, , ,1,1879,, ,1,3,2,2, ,6,3,2,3,4, ,2, , , , , , ,5, ,1, ,1, ,1,6,8,5,1,1,3,2,2, ,1, ,1, ,3, ,1,2,2,6,4,2,9,8,1,1,1,3,6,21,2,5,1,1,3,4,23651,2,0.99339886
1, , , , , , , , , , , , ,8,1,3,2, , ,1,7126,5, ,1,8,4,6, ,1,7,1,3,8, ,6,1,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,1,3,6,12,4,2,,2, ,4,23681,2,0.99339886
1, , , , , , , , , , , , ,1,1,3,2, , ,2, ,3, ,1,8,7,8, ,1,6,5,4,10, ,5,2,1, , , ,2,8, ,1, ,6, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,4,4,12,4,5,,2, ,4,21325,2,1.238172285
1, , , , , , , , , , , , ,6,1,3,2, , ,1,22478,2, ,2,8,4,2, ,1,8,5,2,2, ,6,2,1, , , ,6,7, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,1,2,4,3,12,3,3,2,1,1,4,23113,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,3, ,2,5,6,6, ,1,5,2,6,8, ,6,2,1, , , ,6,7, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,1,5,5,12,6,3,,1,1,4,23128,2,0.92082872
1, , , , , , , , , , , , ,7,1,3,1,1, ,1,7636,, ,1,7,2,1, ,2,7,3,3,2, ,1,2,1, , , ,6,4, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,1, , , ,1,1,3,5,21,,5,,1,3,4,23172,2,0.92082872
1, , , , , , , , , , , , ,6,1,,2, , ,1,20487,3, ,2,7,1,2, ,2,6,1,1,3, ,3,2,1, , , ,1,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,6,1, , , ,1,2,3,5,21,2,5,2,1,3,4,23209,2,0.92082872
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,, ,2,8,6,8, ,1,6,2,4,10, ,3,2,1, , , ,6,10, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,,2,9,10,,1,1,4,6,,6,2,,1,1,4,23316,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,2, , ,1,30000,3, ,1,7,6,7, ,1,7,4,4,9, ,5,2,1, , , ,6,5, ,5, ,2, ,1,3,, ,1,1,2,1, , , , , , , , ,2, ,1,2,,1, , , ,1,2,3,5,12,3,4,,1,3,4,22893,2,0.92082872
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,8,3,, ,2,8,2,4,, ,7,1,1, , , ,6,5, ,4, ,1, ,1,2,1,3,1,1,3,2,1, ,1, ,1, ,1, ,2, ,2,1,4,1, , , ,1,2,2,4,21,1,5,2,2, ,4,23615,2,0.99339886
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,, ,1,7,3,4, ,2,7,3,2,6, ,1,2,1, , , ,6,, ,1, ,5, ,1,2,, ,1,1,2,2,1, ,1, ,1, ,2, ,2, ,1,4,6,2,9,, ,1,1,3,6,21,1,5,,2, ,4,23321,2,0.92082872
1, , , , , , , , , , , , ,8,1,1,2, , ,1,21857,4, ,1,6,4,9,45,1,6,2,4,11,45,6,4,1, , , ,6,7, ,1, ,3, ,2, , , ,1,1,1,2,2, ,1, ,1, ,1, ,2, ,1,2,4,2,3,2,1,1,2,3,5,12,5,2,1,1,7,4,23205,2,0.92082872
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,4, ,1,6,3,5, ,2,6,2,4,6, ,5,2,1, , , ,1,5, ,1, ,1, ,1,7,2,9,1,1,1,1, , , , , , , , ,1,2,2,1,4,2,8,5,1,2,2,3,5,21,2,2,2,1,,4,22920,2,0.92082872
1, , , , , , , , , , , , ,7,1,3,2, , ,1,11104,3, ,1,7,2,4, ,1,7,4,3,6, ,6,3,1, , , ,6,5, ,1, ,6, ,2, , , ,1,,,1, , , , , , , , ,1,2,2,1,4,1, , , ,1,1,3,5,12,4,3,,1,1,4,23045,2,0.92082872
1, , , , , , , , , , , , ,2,1,3,2, , ,1,50000,6,40,1,6,4,8, ,1,6,2,4,9, ,1,2,1, , , ,6,11, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,2,9,, ,2,1,3,6,12,6,2,,1,3,4,22167,2,1.238172285
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,2, ,1,7,4,7, ,1,7,2,3,7, ,,2,1, , , ,2,4, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,2,2,3,5,14,4,3,3,1,3,4,22395,2,0.920636491
1, , , , , , , , , , , , ,2,1,3,2, , ,1,30025,2, ,1,5,5,8, ,1,5,1,4,9, ,5,2,1, , , ,6,7, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,6,2,1, , , ,1,1,4,3,12,5,3,2,1,1,4,23211,2,0.92082872
1, , , , , , , , , , , , ,4,1,3,2, , ,1,13893,3, ,1,5,2,5, ,1,5,3,2,6, ,,2,1, , , ,2,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,4,3,1, , , ,2,1,4,4,15,6, , ,1,1,4,23318,2,0.92082872
1, , , , , , , , , , , , ,1,2, ,2, , ,2, ,3, ,2,6,4,7, ,1,6,3,3,5, ,5,3,1, , , ,6,9, ,9,,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,4,2,2,1,2,6,1,1,2,5,21,1,4,2,1,1,4,23541,2,0.99339886
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,4, ,1,5,5,8, ,2,5,1,5,10, ,5,4,1, , , ,1,5, ,4, ,5, ,1,8,3,7,1,1,2,2,1, ,1, ,1, ,1, ,1,2,1,2,3,1, , , ,1,2,3,5,21,2,5,2,2, ,4,23407,2,0.99339886
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,2, ,2,8,6,3, ,1,8,1,4,2, ,5,2,1, , , ,5,8, ,1, ,2, ,2, , , ,1,1,1,2,1, ,1, ,1, ,1, ,1,2,1,4,6,1, , , ,1,1,5,4,14,5,2,2,2, ,4,23508,2,0.99339886
1, , , , , , , , , , , , ,2,1,1,2, , ,2, ,5, ,2,6,6,6, ,1,6,5,4,8, ,6,2,1, , , ,5,9, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,4,2,1,4,1, , , ,1,1,4,5,,4,3,2,1,1,4,21185,2,1.238172285
1, , , , , , , , , , , , ,5,1,2,2, , ,2, ,4, ,1,5,3,5, ,1,5,3,2,, ,6,4,1, , , ,6,4, ,1, ,5, ,1,3,, ,1,1,1,1, , , , , , , , ,1,5,6,1,2,2,10,, ,2,2,3,5,,4,2,3,1,1,4,22719,2,0.920636491
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,1, ,1,6,3,2, ,1,6,1,4,3, ,3,1,1, , , ,6,4, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,3,2,8,5,1,1,2,4,6,13,6,2,1,2, ,4,21141,2,1.238172285
1, , , , , , , , , , , , ,5,1,3,2, , ,1,29822,4, ,2,8,2,3, ,2,6,1,3,2, ,6,3,1, , , ,6,3, ,1, ,5, ,1,2,6,,1,1,2,1, , , , , , , , ,2, ,1,2,,1, , , ,1,2,3,5,21,2,5,1,2, ,4,22867,2,0.92082872
1, , , , , , , , , , , , ,3,1,5,1,1, ,1,51832,5, ,1,7,3,6, ,1,7,1,3,8, ,6,1,1, , , ,5,5, ,1, ,7, ,1,5,3,6,1,1,3,2,2, ,1, ,1, ,1, ,1,4,5,1,4,1, , , ,1,1,3,6,13,4,5,2,1,1,4,23135,2,0.92082872
1, , , , , , , , , , , , ,4,1,3,2, , ,1,15194,5, ,1,8,2,2, ,2,8,3,1,2, ,4,2,1, , , ,4,4, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,1,,2,9,1,3,1,1,3,5,21,3,5,2,1,3,4,23270,2,0.92082872
1, , , , , , , , , , , , ,6,1,3,2, , ,2, ,5, ,1,7,4,4, ,1,6,1,2,5, ,6,2,1, , , ,6,3, ,5, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,2,2,3,4,2,1,3,5,,6,2,1,2, ,4,22397,2,0.920636491
1, , , , , , , , , , , , ,3,1,3,2, , ,1,4942,, ,2,6,2,5, ,2,6,1,2,, ,6,2,1, , , ,6,5, ,4, ,5, ,2, , , ,,,,1, , , , , , , , ,1,2,1,2,3,1, , , ,1,1,2,5,21,1,4,,1,3,4,22724,2,0.920636491
2,1,3, , , , , ,3,4,2,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,5,2,13,3,3,1,1,2,5,20760,2,1.238172285
2,1,1,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,5,,8,3,3,1,1,5,20775,2,1.238172285
2,1,3, , , , , ,3,3,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,2, ,5,20789,2,1.238172285
2,1,3, , , , , ,3,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,1,12,2,4,2,1,7,5,20824,2,1.238172285
2,1,3, , , , , ,3,3,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,1,,1,1,1,2, ,5,20835,2,1.238172285
2,1,3, , , , , ,3,1,2,7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,5,3,22,1,2,2,2, ,5,20836,2,1.238172285
2,,, , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,9,1,,1,2,,2, ,5,20838,2,1.238172285
