A1,A12A,A12B,A12B1,A12B2A,A12B2B,A12B2C,A12B2C2,A12B3A,A12B3B,A12B3C,A12B3C2,A12C,A3,A4,A41,A5,A51,A512,B1,B11B1,B2,B2O,B3,B4,B5,B6,B6O,B7,B8A,B8B,B8C,B8D,B8DO,B9,C1,C2,C22A,C22B,C22C,C3,D1,D1O,D2,D2O,D3,D3O,E1,E11A,E11B,E11C,E21,E22,E23,E3,E32A,E32AO,E32BA,E32BAO,E32BB,E32BBO,E32BC,E32BCO,F1,F11,F21,F22,F23,F3,F321,F322,F323,G1,G2,G3,G4,G5,G6,G7A,G7B,G8,G81,G9,S1,code,w
1, , , , , , , , , , , , ,1,1,3,2, , ,1,86319,2, ,2,8,1,1, ,4,,1,2,2, ,6, , , , , , ,4, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,1,2,4,5,22,1,3,2,2, ,4,230324,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,, ,1,8,2,2, ,5,8,2,2,3, ,1, , , , , , ,3, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,4,1, , , ,1,2,5,3,14,3,4,,1,3,4,230357,23,1.248407558
1, , , , , , , , , , , , ,1,2, ,2, , ,2, ,1, ,2,6,1,2, ,7,3,1,2,3, ,7, , , , , , ,1, ,3, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,1,2,1, , , ,1,2,4,5,22,2,2,2,1,1,4,230917,23,1.248407558
1, , , , , , , , , , , , ,4,1,1,2, , ,1,40358,5, ,2,6,3,2, ,4,6,2,1,3, ,5, , , , , , ,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,1,2,1, , , ,1,2,4,3,12,4,3,3,1,1,4,230931,23,1.248407558
1, , , , , , , , , , , , ,5,1,3,2, , ,1,51124,1, ,1,3,2,2, ,5,2,2,2,2, ,1, , , , , , ,5, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,4,1, , , ,,,,,,,,,2, ,4,230933,23,1.248407558
1, , , , , , , , , , , , ,8,1,,2, , ,2, ,, ,1,5,1,1, ,5,5,3,2,1, ,, , , , , , ,6, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,2,1, , , ,1,1,6,2,14,4,2,2,1,1,4,231033,23,1.248407558
1, , , , , , , , , , , , ,7,1,1,2, , ,2, ,, ,2,3,3,7, ,7,3,,2,8, ,6, , , , , , ,3, ,4, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,5,3,22,,2,,2, ,4,231119,23,1.248407558
1, , , , , , , , , , , , ,5,1,3,2, , ,2, ,1, ,1,8,4,1, ,4,8,2,2,1, ,, , , , , , ,7, ,1, ,, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,6,1,1, , , ,1,2,4,1,23,1,4,1,2, ,4,231202,23,1.248407558
1, , , , , , , , , , , , ,3,1,1,2, , ,2, ,2, ,1,3,5,3, ,6,3,1,5,5, ,1, , , , , , ,4, ,4, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,2,9,, ,1,1,6,5,15,8,2,2,1,1,4,231206,23,1.248407558
1, , , , , , , , , , , , ,4,2, ,2, , ,1,59841,, ,1,8,5,6, ,5,8,1,5,8, ,7, , , , , , ,7, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,2,2,9,1,23,3,3,1,2, ,4,231217,23,1.248407558
1, , , , , , , , , , , , ,3,1,3,2, , ,2, ,, ,2,7,5,9, ,5,7,5,4,, ,1, , , , , , ,12,600,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,8,4,5,1,2,4,3,22,2,4,,2, ,4,231223,23,1.248407558
1, , , , , , , , , , , , ,7,1,3,2, , ,1,12442,2, ,1,8,2,2, ,5,8,1,3,4, ,5, , , , , , ,3, ,5, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,4,2,1,1, , , ,2,2,7,4,23,4,4,2,2, ,4,231225,23,1.248407558
1, , , , , , , , , , , , ,4,1,3,2, , ,2, ,3, ,2,6,3,2, ,4,6,4,3,3, ,5, , , , , , ,3, ,2, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,5,3,22,1,2,,2, ,4,231293,23,1.248407558
1, , , , , , , , , , , , ,2,1,2,2, , ,1,34792,1, ,1,3,2,2, ,5,2,2,3,3, ,7, , , , , , ,10, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,9,1,22,1,2,,1,,4,231392,23,1.209977275
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,, ,1,8,6,9, ,5,8,3,,, ,, , , , , , ,5, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,, , ,1, , , ,1,2,3,5,,4,2,,2, ,4,231458,23,1.209977275
1, , , , , , , , , , , , ,7,1,2,2, , ,1,47527,, ,1,8,2,6, ,4,8,,1,6, ,7, , , , , , ,5, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,4,1, , , ,1,2,6,1,22,1,3,,2, ,4,231567,23,1.209977275
1, , , , , , , , , , , , ,8,1,2,2, , ,2, ,2, ,2,8,1,3, ,4,2,2,2,5, ,5, , , , , , ,8, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,6,1, , , ,1,2,5,2,22,1,5,3,1,1,4,231678,23,1.209977275
1, , , , , , , , , , , , ,3,1,3,2, , ,1,1280,, ,1,6,2,2, ,3,6,1,3,3, ,, , , , , , , , ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,3,1, , , ,2,2,4,5,,4, , ,1,3,4,232292,23,0.35747715
1, , , , , , , , , , , , ,,1,3,2, , ,1,22838,4, ,1,3,3,3, ,5,3,1,4,5, ,2, , , , , , ,6, ,1, ,2, ,2, , , ,,1,1,1, , , , , , , , ,2, ,1,2,7,1, , , ,1,2,7,4,22,,3,2,1,1,4,230305,23,1.248407558
1, , , , , , , , , , , , ,3,1,3,2, , ,1,19989,, ,1,7,4,1, ,5,7,2,2,2, ,3, , , , , , ,4, ,1, ,6, ,2, , , ,1,1,1,2,1, ,1, ,1, ,1, ,2, ,1,2,4,1, , , ,1,1,3,5,21,1,3,3,1,1,4,231210,23,1.248407558
1, , , , , , , , , , , , ,1,1,3,1,1, ,1,,1, ,1,8,1,1, ,5,8,2,1,1, ,7, , , , , , ,6, ,1, ,6, ,1,, , ,,,,1, , , , , , , , ,1,1,, , ,1, , , ,1,2,9,2,22,2,3,1,2, ,4,230935,23,1.248407558
1, , , , , , , , , , , , ,8,1,1,1,1, ,2, ,2, ,1,7,5,2, ,3,7,,5,4, ,5, , , , , , ,3, ,1, ,5, ,2, , , ,,,,1, , , , , , , , ,1,1,, , ,1, , , ,1,1,9,1,11,1,1,,1,1,4,230247,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,1,2,4,2, ,1, ,1,7,2,2, ,7,7,1,1,4, ,5, , , , , , ,3, ,1, ,4, ,2, , , ,1,,,1, , , , , , , , ,1,1,1,2,,1, , , ,2,2,8,1,22,2,3,,2, ,4,231472,23,1.209977275
1, , , , , , , , , , , , ,8,1,2,2, , ,2, ,1, ,1,4,6,4, ,3,4,1,4,6, ,5, , , , , , ,6, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,3,, ,1, , , ,1,2,6,3,,2,2,,2, ,4,230129,23,1.248407558
1, , , , , , , , , , , , ,4,1,3,1,1, ,1,17026,4, ,1,4,2,3, ,3,4,,3,5, ,5, , , , , , ,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,1,6,,2,2,5,,1,1,7,1,13,3,3,,1,1,4,230212,23,1.248407558
1, , , , , , , , , , , , ,8,1,1,1,1, ,2, ,5, ,1,6,8,8, ,5,6,5,8,8, ,6, , , , , , ,8, ,8, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,2,3,4,2,, , ,1,1,4,3,15,5,3,,1,1,4,230254,23,1.248407558
1, , , , , , , , , , , , ,2,1,1,2, , ,2, ,3, ,1,3,3,6, ,5,3,1,4,8, ,5, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,2,, ,1, , , ,1,1,3,6,15,8,3,3,1,1,4,230265,23,1.248407558
1, , , , , , , , , , , , ,3,1,2,2, , ,2, ,2, ,1,5,3,3, ,4,5,2,4,5, ,7, , , , , , ,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,2,6,4,1, , , ,1,2,5,3,,1,3,2,2, ,4,230279,23,1.248407558
1, , , , , , , , , , , , ,7,2, ,1,1, ,1,15474,2, ,2,4,2,5, ,5,4,,,7, ,6, , , , , , ,5, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,1,4,2,1, , , ,1,1,9,2,23,1,3,,1,7,4,231201,23,1.248407558
1, , , , , , , , , , , , ,8,1,2,2, , ,1,60524,, ,1,4,1,5, ,4,1,1,1,1, ,3, , , , , , ,4, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,1,1,2,4,1, , , ,1,2,6,3,22,,3,,2, ,4,231470,23,1.209977275
1, , , , , , , , , , , , ,8,1,2,1,1, ,2, ,, ,2,6,2,1, ,4,6,3,3,2, ,1, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,2,, ,1, ,1, ,1, ,1,1,1,4,3,2,2,6,8,1,2,7,2,,2,2,1,1,7,4,230024,23,1.248407558
1, , , , , , , , , , , , ,1,1,3,2, , ,1,67779,2, ,1,8,5,7, ,3,8,3,5,9, , , , , , , , ,8, ,1, ,5, ,1,2,, ,1,1,1,2,1, ,1, ,1, ,1, ,1,1,1,2,,1, , , ,1,2,4,4,,5, , ,1,1,4,231572,23,1.209977275
1, , , , , , , , , , , , ,3,1,1,2, , ,2, ,1, ,1,4,2,3, ,4,3,1,2,2, ,6, , , , , , ,2, ,1, ,1, ,1,1,2,7,1,1,1,1, , , , , , , , ,1,2,2,6,1,2,3,4,7,1,2,6,2,22,3,3,2,1,1,4,231373,23,1.209977275
1, , , , , , , , , , , , ,7,1,2,1,1, ,2, ,2, ,2,5,3,4, ,6,5,2,2,5, ,5, , , , , , ,4, ,1, ,2, ,1,2,, ,2,,,1, , , , , , , , ,1,2,2,, ,2,1,, ,2,1,7,3,,3,3,,1,1,4,230026,23,1.248407558
1, , , , , , , , , , , , ,8,1,3,2, , ,1,6392,2, ,2,6,3,3, ,5,6,2,3,5, ,5, , , , , , ,1, ,3, ,1, ,1,2,3,8,1,1,1,1, , , , , , , , ,1,2,2,1,4,1, , , ,1,2,6,2,22,3,4,3,1,1,4,231006,23,1.248407558
1, , , , , , , , , , , , ,8,1,3,2, , ,1,22549,, ,2,7,2,1, ,5,7,2,3,1, ,5, , , , , , ,1, ,1, ,2, ,1,7,2,,1,1,1,1, , , , , , , , ,1,2,4,, ,2,1,8,,1,1,6,4,23,2,2,,2, ,4,231563,23,1.209977275
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,1, ,3,8,8,2, ,4,8,5,2,3, ,5, , , , , , ,1, ,1, ,2, ,1,10,4,2,3,1,1,1, , , , , , , , ,1,2,2,6,1,1, , , ,1,2,4,3,22,1,4,2,1,1,4,231793,23,1.610244639
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,5, ,1,6,3,5, ,5,6,3,2,5, ,5, , , , , , ,5, ,1, ,2, ,2, , , ,,,,1, , , , , , , , ,1,2,1,2,,1, , , ,2,1,8,2,23,,,,1,1,4,230001,23,1.248407558
1, , , , , , , , , , , , ,,1,2,2, , ,1,26472,, ,1,6,2,3, ,6,6,1,3,5, ,5, , , , , , ,3, ,1, ,2, ,2, , , ,1,,,1, , , , , , , , ,1,2,1,, ,1, , , ,2,1,8,5,23,7,4,3,1,6,4,230208,23,1.248407558
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,5,2,4, ,5,4,3,1,5, ,5, , , , , , ,4, ,, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,3,2,2,9,8,6,1,2,5,1,12,3,3,2,1,1,4,230011,23,1.248407558
1, , , , , , , , , , , , ,8,1,1,1,1, ,2, ,5, ,1,8,5,4, ,5,7,2,2,6, ,7, , , , , , ,5, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,4,2,2,9,8,1,1,2,6,1,22,1,4,2,2, ,4,230136,23,1.248407558
1, , , , , , , , , , , , ,2,1,2,2, , ,1,54790,2, ,1,3,2,3, ,5,2,1,3,5, ,3, , , , , , ,2, ,1, ,, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,4,6,2,2,1,5,3,1,2,7,3,23,1,2,,1,7,4,230215,23,1.248407558
1, , , , , , , , , , , , ,3,1,1,2, , ,2, ,3, ,1,3,5,2, ,5,2,1,5,3, ,5, , , , , , ,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,6,1,1, , , ,1,2,6,5,22,3,2,,1,4,4,230344,23,1.248407558
1, , , , , , , , , , , , ,8,1,1,2, , ,2, ,2, ,1,7,4,6, ,5,6,3,3,6, ,6, , , , , , ,4, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,6,2,1, , , ,1,2,7,3,22,2,3,3,1,1,4,230374,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,1,60862,, ,1,5,3,2, ,3,5,3,3,3, ,5, , , , , , ,4, ,7, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,4,2,1, , , ,1,2,4,4,22,3,3,3,1,1,4,230399,23,1.248407558
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,, ,1,6,3,2, ,5,6,1,3,2, ,6, , , , , , ,4, ,2, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,4,2,1, , , ,1,2,5,4,22,1,2,2,1,1,4,230899,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,1,42100,3, ,1,4,1,2, ,5,4,2,2,3, ,5, , , , , , ,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,4,2,8,9,1,1,2,5,3,22,1,4,3,1,1,4,230924,23,1.248407558
1, , , , , , , , , , , , ,1,1,2,2, , ,2, ,, ,1,8,2,2, ,5,7,2,2,3, ,7, , , , , , ,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,4,1, , , ,1,1,9,5,23,1,3,1,1,10,4,231012,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,1,34145,, ,1,5,6,4, ,6,5,2,4,6, ,7, , , , , , ,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,1,4,1, , , ,2,1,6,3,,,5,2,1,1,4,231016,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,1, ,1,7,6,5, ,6,7,5,2,5, ,5, , , , , , ,8, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,4,1,2,2,3,9,1,2,4,4,,1,3,2,1,1,4,231018,23,1.248407558
1, , , , , , , , , , , , ,5,2, ,2, , ,1,51073,2, ,1,4,2,6, ,5,4,1,3,6, ,7, , , , , , ,1, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,4,6,1, , , ,1,2,4,4,,4,4,2,1,5,4,231034,23,1.248407558
1, , , , , , , , , , , , ,1,1,2,1,1, ,1,25922,, ,1,8,4,2, ,3,8,2,3,4, ,5, , , , , , ,5, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,, , ,1, , , ,2,1,5,3,13,3,2,2,1,1,4,231035,23,1.248407558
1, , , , , , , , , , , , ,8,1,3,2, , ,2, ,4, ,1,7,3,6, ,5,7,3,3,8, ,6, , , , , , ,3, ,5, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,4,6,1, , , ,1,2,6,2,22,,3,1,1,3,4,231102,23,1.248407558
1, , , , , , , , , , , , ,1,2, ,2, , ,1,26277,, ,1,6,2,4, ,6,2,3,3,6, , , , , , , , ,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,6,1, , , ,2,2,6,5,15,7, , ,1,1,4,231300,23,1.248407558
1, , , , , , , , , , , , ,4,1,1,2, , ,2, ,, ,1,8,3,4, ,5,8,3,3,6, ,2, , , , , , ,7, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,3,2,9,8,1,1,1,9,1,22,1,2,,2, ,4,231457,23,1.209977275
1, , , , , , , , , , , , ,4,1,3,2, , ,1,31252,, ,1,8,6,5, ,3,8,3,3,7, ,7, , , , , , ,4, ,4, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,3,,2,6,, ,1,2,9,5,22,3,3,2,1,1,4,231459,23,1.209977275
1, , , , , , , , , , , , ,2,1,2,2, , ,1,35214,1, ,1,6,1,2, ,5,3,1,1,2, ,7, , , , , , ,3, ,3, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,6,2,1,1, , , ,1,2,5,3,14,4,2,2,1,1,4,231573,23,1.209977275
1, , , , , , , , , , , , ,7,1,1,2, , ,1,28432,2, ,1,7,3,5, ,5,7,2,3,6, ,7, , , , , , ,3, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,1,2,4,2,9,, ,1,2,8,5,13,1,3,1,1,7,4,231796,23,1.610244639
1, , , , , , , , , , , , ,8,1,2,2, , ,1,65674,3, ,1,8,4,2, ,5,8,3,3,3, ,7, , , , , , ,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,1,2,2,1,6,1, , , ,1,2,8,2,23,3,3,,2, ,4,230304,23,1.248407558
1, , , , , , , , , , , , ,4,1,1,2, , ,1,18565,1, ,1,5,1,1, ,5,5,2,1,2, ,5, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,2,2, ,1, ,1, ,1, ,1,2,1,2,3,2,9,8,7,2,2,5,3,22,1,2,3,1,1,4,230364,23,1.248407558
1, , , , , , , , , , , , ,8,1,1,2, , ,1,21098,4, ,1,4,3,5, ,5,4,2,3,, ,5, , , , , , ,1, ,1, ,1, ,1,2,7,5,1,1,3,2,3, ,1, ,1, ,4,,1,2,2,1,6,2,8,9,10,1,2,5,3,14,3,5,3,1,1,4,231562,23,1.209977275
1, , , , , , , , , , , , ,5,2, ,2, , ,1,2532,5, ,1,5,4,2, ,6,4,2,2,4, ,6, , , , , , ,2, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,1,3,2,, ,1, , , ,1,1,5,4,,1,5,1,2, ,4,230078,23,1.248407558
1, , , , , , , , , , , , ,,2, ,1,1, ,2, ,1, ,1,8,6,7, ,5,8,5,6,9, ,6, , , , , , ,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,3,1,2,,2,8,5,9,2,2,6,1,22,1,4,,1,7,4,230234,23,1.248407558
1, , , , , , , , , , , , ,5,2, ,2, , ,2, ,, ,1,6,4,4, ,4,6,2,2,6, ,5, , , , , , ,3, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,3,1,2,4,1, , , ,1,2,6,4,22,,5,2,1,1,4,230328,23,1.248407558
1, , , , , , , , , , , , ,5,1,1,2, , ,2, ,, ,1,5,2,5, ,4,5,1,3,6, ,5, , , , , , , , ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,1,3,2,6,1,2,9,6,3,1,1,4,5,14,3,4,2,1,1,4,232211,23,0.35747715
1, , , , , , , , , , , , ,,2, ,2, , ,1,42692,, ,1,4,2,1, ,5,4,1,3,2, ,6, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,4,1,2,4,1, , , ,1,2,5,3,14,3,3,2,1,1,4,230002,23,1.248407558
1, , , , , , , , , , , , ,3,1,2,1,1, ,2, ,5, ,1,6,2,6, ,3,3,1,3,6, ,7, , , , , , ,, ,, ,, ,2, , , ,1,,,1, , , , , , , , ,1,5,, , ,1, , , ,1,2,8,1,22,,,,1,,4,230936,23,1.248407558
1, , , , , , , , , , , , ,8,1,3,2, , ,1,28877,, ,1,7,4,, ,5,7,3,2,, ,5, , , , , , ,5, ,1, ,, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,1,2,,1, , , ,1,2,5,2,22,,4,,1,1,4,231025,23,1.248407558
1, , , , , , , , , , , , ,7,1,3,2, , ,1,8861,, ,1,1,5,5, ,5,1,1,4,7, ,5, , , , , , ,1, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,6,4,1,1, , , ,1,2,6,3,13,7,4,2,1,1,4,231130,23,1.248407558
1, , , , , , , , , , , , ,7,1,3,2, , ,2, ,, ,3,4,4,4, ,3,3,2,4,6, ,5, , , , , , ,5, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,1,5,2,1,4,1, , , ,1,2,3,3,22,2,2,1,2, ,4,231461,23,1.209977275
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,2, ,1,6,2,2, ,1,6,2,2,3, ,6,2,2,3,4,6,6,2, ,8, ,3, ,1,1,2,,2,1,2,1, , , , , , , , ,2, ,2,3,4,2,1,2,3,2,2,3,5,14,5,2,2,1,3,4,230941,23,1.248407558
1, , , , , , , , , , , , ,,1,,2, , ,2, ,, ,1,8,2,1, ,1,,2,1,2, ,5,3,1, , , ,5,4, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,, ,1, , , ,1,2,6,1,,,5,3,2, ,4,230066,23,1.248407558
1, , , , , , , , , , , , ,1,1,2,2, , ,2, ,4, ,1,7,3,5, ,1,6,1,,7, ,5,4,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,2,2,5,3,12,3,3,2,2, ,4,230183,23,1.248407558
1, , , , , , , , , , , , ,8,2, ,2, , ,2, ,, ,1,3,6,2, ,1,3,2,6,3, ,5,5,1, , , ,6,9, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,4,3,14,4,4,4,1,1,4,230224,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,, ,1,8,3,5, ,1,7,1,4,7, ,5,2,1, , , ,5,8, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,4,6,2,9,8,5,2,2,4,5,14,4,4,2,1,1,4,230230,23,1.248407558
1, , , , , , , , , , , , ,,2, ,2, , ,1,26965,3, ,1,8,2,4, ,1,8,2,1,5, ,5,2,1, , , ,5,2, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,6,2,4,1, , , ,1,2,6,3,,4,4,1,2, ,4,230262,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,3, ,1,3,2,6, ,1,3,1,3,8, ,1,4,2,5,3,1,1,3, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,2,9,, ,1,1,5,4,13,5,5,2,1,5,4,230315,23,1.248407558
1, , , , , , , , , , , , ,2,2, ,2, , ,1,65540,3, ,1,6,2,4, ,1,6,1,3,6, ,6,2,1, , , ,6,3, ,4, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,2,1,,1, , , ,1,2,3,5,14,5,5,2,1,3,4,230330,23,1.248407558
1, , , , , , , , , , , , ,,1,2,2, , ,2, ,, ,1,8,3,4, ,1,7,2,3,6, ,5,2,1, , , ,5,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,4,3,14,5,3,,2, ,4,230370,23,1.248407558
1, , , , , , , , , , , , ,1,1,3,1,1, ,2, ,, ,1,7,3,4, ,1,7,1,4,6, ,7,2,1, , , ,5,8, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,, ,1, , , ,1,2,6,3,13,5,3,2,1,1,4,230384,23,1.248407558
1, , , , , , , , , , , , ,8,1,2,2, , ,2, ,3, ,1,8,6,2, ,1,8,,3,3, ,1,2,1, , , ,6,6, ,1, ,7, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,4,2,1,1, , , ,1,2,4,4,12,3,2,,2, ,4,230386,23,1.248407558
1, , , , , , , , , , , , ,5,1,2,1,1, ,1,85562,2, ,1,8,5,6, ,1,7,3,4,8, ,7,2,1, , , ,6,7, ,1, ,4, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,1, , , ,1,2,4,6,13,4,2,,2, ,4,230897,23,1.248407558
1, , , , , , , , , , , , ,3,2, ,2, , ,2, ,2, ,1,3,2,6, ,1,2,1,3,8, ,5,2,1, , , ,5,2, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,2,2,4,5,15,5,4,2,2, ,4,231003,23,1.248407558
1, , , , , , , , , , , , ,,2, ,2, , ,2, ,5, ,1,8,2,2, ,1,8,4,1,3, ,5,2,1, , , ,5,5, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,6,2,1, , , ,1,2,5,3,12,4,2,2,1,1,4,231136,23,1.248407558
1, , , , , , , , , , , , ,4,1,1,1,1, ,1,22657,2, ,2,6,1,1, ,1,6,2,2,2, ,6,2,1, , , ,6,5, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,,2,9,, ,1,2,4,4,13,6,2,2,1,1,4,231214,23,1.248407558
1, , , , , , , , , , , , ,4,1,2,2, , ,2, ,2, ,1,7,2,7, ,1,7,2,3,9, ,7,2,1, , , ,1,6, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,1,4,,,4,4,3,1,1,4,231215,23,1.248407558
1, , , , , , , , , , , , ,8,1,1,2, , ,2, ,2, ,1,8,2,2, ,1,8,2,1,2, ,5,2,1, , , ,5,1, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,6,1, , , ,1,1,6,3,13,7,3,,1,1,4,231222,23,1.248407558
1, , , , , , , , , , , , ,2,1,1,2, , ,1,51207,2, ,1,6,4,6, ,1,6,2,4,8, ,6,4,1, , , ,1,6, ,1, ,5, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,4,6,1, , , ,1,2,5,3,14,4,3,2,2, ,4,231295,23,1.248407558
1, , , , , , , , , , , , ,,1,3,2, , ,2, ,, ,2,8,4,, ,1,8,1,3,, ,7,2,1, , , ,6,5, ,1, ,3, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,1,2,3,4,15,5,4,3,1,1,4,231296,23,1.248407558
1, , , , , , , , , , , , ,2,1,1,2, , ,1,36552,5, ,2,8,3,2, ,1,7,1,4,4, ,7,2,1, , , ,2,3, ,1, ,1, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,3,2,1, , , ,1,2,4,4,14,4,5,2,2, ,4,231299,23,1.248407558
1, , , , , , , , , , , , ,2,1,3,2, , ,2, ,5, ,1,6,2,6, ,1,6,1,3,8, ,7,2,1, , , ,8,3, ,1, ,2, ,2, , , ,1,1,1,1, , , , , , , , ,2, ,1,2,4,1, , , ,2,2,5,2,,4,3,2,2, ,4,231304,23,1.248407558
